trail,cluster,latitude,longitude
Four Mile Creek Blue and Red Loop,2,43.265272700000004,-77.4194098
Franklin Gulf Trail,4,42.60882,-78.90204
Fred J. Cusimano Westside Overland Trail,2,42.02373,-79.5278
French Louis to West Lake Trail,3,43.587140000000005,-74.48541999999999
French Mountain,0,43.376740000000005,-73.70047
Friday Mountain and Balsam Cap from Moonhaw Rd,4,41.98452,-74.32775
Furnace and Indian Hill Loop Trail,2,41.26247,-74.17984
Galway Preserve,2,42.9994854,-74.0014391
Ganargua Creek Meadow Preserve Trails from Wilkinson Road,2,43.044,-77.34099
Ganondagan State Historic Site,2,42.96226,-77.41454
Gardiner County Park Loop,2,40.7008652,-73.2766233
Garnsey Park Trail,2,42.868320000000004,-73.87133
Genesee County Park and Forest Trail,2,42.8791011,-78.1194878
Genesee River (Charlotte Area),3,43.24615,-77.6133
Genesee River Gorge Trail,2,42.61804,-77.99619
Genesee Valley Greenway  Portageville to Nunda,4,42.55849,-78.048
Genesee Valley Greenway Trail Scottsville Branch,2,43.09858,-77.6862
Geneva Lakefront Trail,2,42.86484,-76.97986
George Washington Bridge,2,40.84883,-73.93994
Gertrude's Nose Trail,2,41.7292091,-74.23526290000001
Giant Ledge and Panther Mountain Trail,0,42.02665,-74.40391
Giant Ledge from Woodland,0,42.036359999999995,-74.35807
Giant Mountain Peak via Ridge Trail,0,44.13837,-73.74376
Giant Mountain and Rocky Peak Ridge Trail,0,44.13842,-73.74364
Giant's Nubble via the Ridge Trail,0,44.13842,-73.74364
Gideon Putnam Trail,2,43.056596899999995,-73.8011312
Glacier 8 Trail,4,40.821798799999996,-73.1561136
Glacier Ridge Preserve Trail,4,40.84588,-73.01496
Gleasmans Falls Trail,1,43.80846,-75.27598
Glen Creek Gorge Trail,1,42.3751271,-76.8734407
Glen Falls Trail Loop,2,42.97289,-78.74833000000001
Glenmere Lake,2,41.33352,-74.33277
Glens Falls Feeder Canal Trail,3,43.29291,-73.6647
Glimmerglass Trail,3,42.79186,-74.86829
Good Luck Mountain and Lake Trail,2,43.25594,-74.53809
Goodman Mountain Trail,2,44.1158825,-74.535388
Goodnow Mountain Trail,2,43.969640000000005,-74.21455
Goose Pond Mountain MTB Trail,2,41.34564,-74.2261
Goose Pond Mountain Trail,2,41.3457,-74.22629
Goose Pond Trail,3,43.85924,-73.68836999999999
Gore Mountain via Schaefer Trail,2,43.69267,-73.99078
Gorge Trail Loop,1,42.52064,-77.69484
Gorge Trail and Indian Trail Loop,1,42.37579,-76.87191
Gorge Trail and Lovers Lane Loop,2,42.37514,-76.8734
Gorge and South Rim Loop,1,42.69874,-76.41622
Gothics via Pyramid Peak,0,44.149570000000004,-73.76850999999999
Grafton Lakes and Dunham Reservoir,3,42.782090000000004,-73.4518
Graham Hills Blue Trail,4,41.123445000000004,-73.80497220000001
Grant Mountain,3,43.2035179,-73.7676573
Grass River Wild Forest Loop,3,44.40509,-75.06178
Great Bear Recreational Area Loop Trail,4,43.265859999999996,-76.35181
Great Camp Santanoni to Newcomb Lake,3,43.97271,-74.16402
Great Dune Trails Loop,2,42.7159,-73.87841
Great Flats Nature Trail,2,42.81393,-73.98232
Great Gully Falls Trail,1,42.807790000000004,-76.70146
Great Range Loop Trail,0,44.1495803,-73.7675473
Great Range Traverse,0,44.1854,-73.78635
Great Swamp Conservancy Trail,2,43.1196,-75.78788
Great Valley Creek,2,42.312940000000005,-78.62194000000001
Greece Canal Park Trail,4,43.19185,-77.73742
Green Lake to Round Lake Trail,3,43.05803,-75.96454
Green Lakes Double Loop,2,43.054120000000005,-75.99717
Green Lakes Perimeter Trail,2,43.053962799999994,-75.9971094
Greenport Conservation Yellow  Red  Blue and Green Trail,2,42.26914,-73.76867
Greenwood Park,2,42.28696,-76.08849000000001
Griffs Sculpture Park Loop,2,42.370090000000005,-78.69176999999999
Gull Lake Trail,3,43.64909,-75.07943
Gull Pond,2,43.83432,-73.71712
Hackensack Mountain Loop,0,43.49733,-73.76886
Halcott Mountain,4,42.184458299999996,-74.41462759999999
Halfway Mountain,2,41.17391,-74.16816999999999
Hamilton Point and Castle Point Loop,2,41.7282963,-74.23727990000002
Hammond Hill Trail,2,42.438185600000004,-76.30614279999999
Hand Hollow Conservation Area Loop,3,42.46888,-73.49843
Hardscrabble Wilderness Area Trail,4,41.1433398,-73.8105297
Harlem Valley Rail Trail,4,42.137,-73.52105
Harriman Park and Pine Meadow Lake Loop,2,41.17372,-74.16856999999999
Harriman State Park Lake Trail,2,41.173770000000005,-74.1674
Hart's Brook Park Reserve,2,41.020509999999994,-73.80868000000001
Harvey Mountain Trail,4,42.326159999999994,-73.43986
Hayes Nature Park Trail,2,42.82606,-73.78918
Haystack Mountain Trail,0,44.29244,-74.05128
Haystack and McKenzie Mountain Loop,0,44.2927083,-74.05102729999999
Heart Lake and Rocky Falls via Indian Pass Trail,1,44.18177,-73.96653
Heckscher State Park Campground,2,40.7177941,-73.1660271
Hemlock Lake,3,42.7628,-77.61097
Hempstead Lake State Park,3,40.6736,-73.64994
Henry's Woods Loop Trail,2,44.26378,-73.98208000000001
Heron Marsh Trail Loop,2,44.44964,-74.25989
Hessian Lake Loop,2,41.31248,-73.98894
High Falls  Denton Falls and Mullet Falls,1,41.58258,-74.62159
High Falls Cat Mountain Trail,3,44.13197,-74.92178
High Falls Conservation Area Loop,1,42.24708,-73.65765
High Falls Gorge,2,44.34732,-73.87793
High Falls of the Genesee River,3,43.163309999999996,-77.61304
High Line Park,2,40.73941,-74.00816999999999
High Tor Long Path Trail,2,41.18469,-74.0336
High Tor via Long Path,0,41.176829999999995,-73.96167
High and Low Tors,2,41.1771,-73.96046
Highland Forest Main Trail,4,42.83718,-75.92329000000001
Highland Forest Nature Trail,4,42.83717,-75.92331999999999
Highland Loop (Yellow),4,42.82613,-74.05165
Highland Reservoir Loop Trail,2,43.130320000000005,-77.60781999999999
Hither Hills Trail,5,41.013729999999995,-72.00695
Hodge Pond and Frick Pond Loop Trail,3,41.95101,-74.70689
Holley Canal Falls Trail,2,43.22235,-77.99676
Holmes Lake,2,43.16789,-74.40435
Home Trail,3,40.70281,-73.32914
Hook Mountain and Nyack Beach Loop,2,41.1437,-73.91245
Hook Mountain via Yellow Trail,0,41.12022,-73.92466999999999
Hopeland Trail,0,41.865,-73.92067
Hopkins Mountain via Mossy Cascade Trail,0,44.16303,-73.77783000000001
Hopkins Trail,4,44.18873,-73.81699
Horizon Hill Section - Crescent Trail,2,43.05274,-77.46394000000001
Houghton Land Preserve,2,42.123059999999995,-77.06981999999999
Howland Island Trail,2,43.078720000000004,-76.68972
Huckleberry Point Trail,0,42.1336538,-74.0821838
Hudson Crossing Park,2,43.11455,-73.57766
Hudson Highlands Overlook Trail,0,41.508,-73.92834
Hudson River Greenway  Battery Park to Riverside Park,2,40.71823,-74.01295
Hudson Valley Rail Trail to Over the Hudson Walkway,2,41.73648,-74.00135999999999
Hunter Island Loop Trail,2,40.87041,-73.79261
Hunter Mountain via Becker Hollow Trail,2,42.18186,-74.1968
Hunter Mountain via Spruceton Horse Trail,2,42.18463,-74.27183000000001
Hunter's Creek Park,2,42.73692,-78.551
Hunters Creek Conservation Trail,2,42.75761,-78.53277
Hunters Pass Loop from Elk Lake,0,44.020811,-73.8279963
Huntersfield Mountain,4,42.34938,-74.36572
Hurricane Mountain Trail Southern Approach,0,44.21139,-73.72309
Hutchinson River Parkway Trails,3,40.9554732,-73.80108829999999
Ice Cave White Loop Trail,2,41.67003,-74.36134
Indian Brook Falls Trail,1,41.40424,-73.93429
Indian Head Mountain Loop,2,42.133820899999996,-74.1041243
Indian Head Mountain and Echo Lake via Overlook,2,42.0711,-74.1225
Indian Head Summit and Jimmy Dolan Notch Overlook Trail,4,42.133990000000004,-74.10443000000001
Indian Head and Rainbow Falls,0,44.1498,-73.76874000000001
Indian Hill Trail,4,43.068535100000005,-77.4258363
Indian Kill Nature Preserve Trail,3,42.87207,-73.90816
Indian Ladder Trail [CLOSED],0,42.651140000000005,-74.00659
Indian Ladder and Escarpment Loop,0,42.65677,-74.01755
Indian Meadows Park Loop Trail,4,42.88776,-73.9369
Indian Pass Trail to Henderson Lake,2,44.1823194,-73.9663285
Indian Pass and Heart Lake Loop Trail,2,44.182559999999995,-73.9663
Innisfree Gardens and Tyrrel Lake Loop,2,41.76037,-73.74709
Innman Pond Trail,3,43.48911029999999,-73.5701703
Inspiration Point and Boulder Rock Trail,0,42.20068,-74.05811
Inspiration Point and Lower Falls via Gorge Trail,2,42.58466,-78.04299
Inspiration Point via South Lake Road,2,42.19616,-74.03838
Interloken Trail,2,42.57137,-76.79556
Inwood Hill Park Trail,2,40.867309999999996,-73.92805
Irondequoit Creek (Ellison Park to Irondequoit Bay),3,43.175129999999996,-77.52365
Irondequoit Creek Trail,2,43.048809999999996,-77.48508000000001
Iroquois National Wildlife Refuge & Tonawanda Wildlife Management Area Loop,2,43.11672,-78.43135
Iroquois Peak via Algonquin and Iroquois Trail,0,44.18292,-73.96271999999999
Isaac Gordon Nature Park Trail,2,43.05064,-77.56468000000001
Island Pond Mountain,2,41.264790000000005,-74.15446
Island Pond Mountain Loop,4,41.26466,-74.1543
Island Pond via Appalachian Trail,2,41.26473,-74.15441
Jackrabbit Trail to McKenzie Pond,3,44.31263,-74.00698
Jacobs Ladder and Long Path loop,4,41.74685,-74.34944
James Baird Trail,4,41.686240000000005,-73.79194
Jay Mountain Trail,0,44.315690000000004,-73.72083
Jenkins Mountain Trail,2,44.44958,-74.25908000000001
Jenksville State Forest Loop,4,42.27156,-76.21415999999999
Jensen Ledges,2,41.87546,-75.1801
Jockeybush Lake Trail,3,43.30101,-74.5652
John Young Nature Trail,4,43.830009999999994,-75.84291
Johns Brook Trail,2,44.18873,-73.81699
Johnson Hill Trail,4,42.67605,-77.58674
Jones Beach Bike Path,2,40.60999,-73.43351
Jones Beach Bikeway,2,40.65952,-73.50777
Jones Beach Boardwalk,2,40.59596,-73.49712
Jones Hill,2,42.78011,-76.03593000000001
Jones Park Loop,4,42.00878,-75.9923
Joppenbergh Mountain Loop,2,41.84491679999999,-74.082098
Kaaterskill Falls  South Mountain  and North Point Loop,0,42.200759999999995,-74.05858
Kaaterskill Falls Trail,1,42.1898,-74.07408000000001
Kaaterskill High Peak Loop Trail,0,42.1337493,-74.0820122
Kaaterskill High Peak via Long Path Trail,0,42.17394,-74.02795
Kakiat Trail,2,41.1455051,-74.1132975
Kane Mountain North Trail Loop,2,43.180279999999996,-74.50443
Kane Mountain Trail,2,43.1800596,-74.50446009999999
Karner Barrens Yelllow Trail,2,42.71886,-73.86407
Katterskill Falls from Laurel House Road,1,42.19576,-74.06343000000001
Keleher Preserve,4,42.5882563,-74.007082
Kennedy Dells Park,2,41.16853,-73.98876
Keshequa Creek Falls (3 falls),1,42.66599,-77.8368
Keuka Lake Outlet Trail,1,42.68118,-76.95866
Kibby Pond Trail,3,43.5789,-74.10321
Kinderhook Creek,4,42.51375,-73.52144
Kings Point Loop,4,40.81023,-73.75161
Kipp Mountain,2,43.69245,-73.83700999999999
Kitchawan Preserve Trail,2,41.220591,-73.7863469
Knox Farm Trail,2,42.77677,-78.6418
Labrador Pond Boardwalk Loop,2,42.792590000000004,-76.05230999999999
Lake Awosting and Stony Kill Falls,2,41.6758368,-74.2634851
Lake Bonita Loop,3,43.20365,-73.76771
Lake Bonita to Lake Ann and Grant Mountain,4,43.203720000000004,-73.76764
Lake Champlain Long Point Trail,3,44.774359999999994,-73.38744
Lake George Rec Center,2,43.40056,-73.73204
Lake George Trail to Calve's Pen,4,43.551840000000006,-73.59618
Lake Minnewaska  Gertrude's Nose  and Millbrook Mountain Loop,0,41.728629999999995,-74.23738
Lake Minnewaska Loop Trail,3,41.728629999999995,-74.23741
Lake Skannatati Long Path to Lichen to Ramapo Dunderburg Loop,2,41.24167,-74.10261
Lake Te-ata via Long Path,0,41.31588,-74.05234
Lake Tiorati Beach Trail,2,41.274570000000004,-74.08968
Lake Treman Loop via Gorge  Bear  and Rim Trail,1,42.41706,-76.52107
Lake Welch Beach Trail,2,41.23193,-74.06855999999999
Lakeview Pond to Lake Ontario,2,43.75184,-76.20271
Lampson Falls,2,44.4048823,-75.0615823
Lancaster Heritage Trail,3,42.911840000000005,-78.65782
Layman's Monument and Kaatersjill Falls,1,42.19121,-74.07066999999999
Lenape Ridge and Minisink Trail Loop,0,41.35824,-74.67708
Leon Levy Loop,2,41.259420399999996,-73.5306787
Letchworth Fingerlakes Trail via Portageville,4,42.57219,-78.04088
Letchworth Gorge and Hemlock Trail,1,42.5902311,-78.02704809999999
Letchworth State Park Gorge Trail,1,42.58178,-78.04542
Liberty Loop Trail,3,41.2834664,-74.5260787
Lime Hollow Center for Environment & Culture Trails,4,42.56576,-76.24949000000001
Lincoln Pond Trail,2,42.5262385,-74.1583747
Lisha Kill Nature Loop,2,42.79611,-73.85979
Little Rock City Nature Loop Trail,2,42.20848,-78.70806999999999
Little Tor Trail,2,41.19177,-73.98903
Little Woodhull Lake Trail,3,43.50548,-74.96615
Lockport Canal Falls,2,43.17024,-78.69442
Lockport Nature Trail,4,43.2049568,-78.6585045
Locust Grove Estate - The Ln Loop,2,41.672090000000004,-73.92955
Lollypop Farm Trail,4,43.061316,-77.3981881
Long Beach Boardwalk,2,40.58351,-73.64675
Long Path  Conger Avenue to Hook Mountain,4,41.174690000000005,-73.94469000000001
Long Path  Dunning  Ramapo-Dunderberg Loop,0,41.24214,-74.10247
Long Path  Suffern - Bear Mountain  and Woodtown Road Loop,3,41.21798,-74.05046999999999
Long Path - Arden Surebridge,2,41.24213029999999,-74.1024157
Long Path From Mount Pisgah to South Mountain,2,42.3735102,-74.23255920000001
Long Path Section 17,0,41.9149884,-74.428854
Long Path Through Hike,4,40.846509999999995,-73.94006999999999
Long Path from Nyack to Haverstraw,2,41.11455,-73.92683000000001
Long Path to Blue Loop Trail,4,42.65132,-74.01489000000001
Long Path to Ramapo-Dunderbuerg  White Bar and RD Loop Trail,4,41.24214,-74.10247
Long Path via Appalachian Trail Loop,2,41.27458,-74.08961
Long Point State Park,4,42.17708,-79.41508
Long Pond Greenbelt Trail,3,40.9891472,-72.2984934
Long Pond Trail,3,42.78283,-73.45155
Long Pond and Green Trail Loop,2,40.913577399999994,-72.87750720000001
Long Pond via Beaverkill Ridge Trail,3,41.93397,-74.64998
Loop  Rocky Knob  and Plateau Loop,4,44.2638,-73.98218
Lost Pond Trail,3,43.84044,-73.55875
Lost Pond at Manitoga Preserve,3,41.34851,-73.95274
Lower & Upper Akron Falls,1,43.015226500000004,-78.4850594
Lower Falls and Gorge Trail,2,42.589490000000005,-78.01115
Lower Great Range,0,44.14967,-73.76759
Lower Upper Wolfjaw  Armstrong  and Gothics Loop Trail,0,44.18909,-73.8159
Lucifer Falls via Gorge Trail,1,42.402409999999996,-76.58848
Lucy's Loop,2,41.12207,-73.8115
Ludlowville Falls,1,42.55365,-76.53726
Lyon Mountain Firetower Trail,2,44.723659999999995,-73.84173
MacNaughton Mountain via the Indian Pass Trail,2,44.18288,-73.96319
Macomb  South Dix and Grace Peak,0,44.02097,-73.82777
Macsherry Trail Long Loop,2,44.3954391,-75.81971879999999
Makamah Loop Trail,2,40.91643,-73.31148
Malta Ecological Park,2,43.0165,-73.8166
Mamaroneck Reservoir via Yellow Trail Loop,2,40.977270000000004,-73.74566999999999
Manhattan  Central Park Trail,2,40.76419,-73.97351
Manorville Hills MTB Trail,4,40.86397,-72.76848000000001
Maple Ridge,2,43.70745,-74.97468
Marcy  Skylight  Redfield and Cliff via Calamity Brook Trail,1,44.089040000000004,-74.05641
Marcy Dam Trail,2,44.182850200000004,-73.96272900000001
Mashomack Preserve,3,41.06321,-72.32536
Massapequa Lake Trail,2,40.7000971,-73.4521008
Mattison Hollow Trail,1,42.634809999999995,-73.34022
McCoord Woods via Crescent Trail Loop,4,43.0529946,-77.4639934
McKenzie Mountain via Jack Rabbit Trail,0,44.312487299999994,-74.0069962
Meade & Beckman Mountain,0,43.70361,-73.86293
Mendon Ponds Park Loop,2,43.02373,-77.57356999999999
Michael Ciaiola Conservation Area Trail,2,41.49907,-73.53419
Middle Saranac Lake,3,44.251490000000004,-74.23964000000001
Middle Settlement Lake Trail,2,43.67635,-75.05212
Milfred Forest  Cliff Trail  and Lake Trail Loop,3,42.99479,-76.09371999999999
Mill Pond Park Loop,2,40.66462,-73.52067
Millbrook Mountain Trail,3,41.7269991,-74.2330742
Millbrook Ridge  Coxing and Trapps Trail Loop,0,41.736543,-74.19917109999999
Millbrook Ridge Trail,0,41.7357104,-74.18633940000001
Mine Kill Falls,2,42.43728,-74.45674
Mine Kill State Park Trail,1,42.43991,-74.45398
Minisink Battleground Park Trails,2,41.48622,-74.97038
Mink Hallow Trail to Twin Mountain,1,42.10275,-74.17175
Mink Hollow Devil's Path Loop Trail,4,42.15099620000001,-74.1310215
Mirror Lake Loop,3,44.28604,-73.98491
Mohawk-Hudson Bike and Hike Trail,2,42.760909999999996,-73.70403
Mohawk-Hudson Bike-Hike Trail,2,42.65569,-73.74298
Mohonk Loop Trail,0,41.7356023,-74.1865432
Mongaup Pond Loop,2,41.95839,-74.69121
Mongaup River Trail,4,41.4269209,-74.7557321
Montauk Point Beach Trail,5,41.071979999999996,-71.85983
Montezuma National Wildlife Refuge - Wildlife Drive,3,42.96703,-76.73845
Montville and Decker Creek Falls,1,42.71359,-76.40957
Moose Pond,3,44.375479999999996,-74.08709
Moreau Lake Loop,3,43.20368,-73.76773
Moreau Lake Nature Trail and Mud Pond Walk,2,43.23494829999999,-73.7146568
Moreau Lake and Overlook,3,43.22716,-73.70875
Morgan Hill Loop Trail,2,42.799170000000004,-76.02571
Morton National Wildlife Trail,2,40.98769,-72.36955
Moss Lake Trail,3,43.7886514,-74.8445804
Moss Lake Trail,3,42.4009,-78.18597
Moss Lake Trail,3,43.7886514,-74.8445804
Moss Lake Trail,3,42.4009,-78.18597
Mount Adams Trail,2,44.08127,-74.05496
Mount Arab Trail,0,44.21358,-74.59586999999999
Mount Beacon Trail,2,41.49367,-73.95978000000001
Mount Colden via Avalanche Pass Trail,2,44.183040000000005,-73.96374
Mount Colden via Van Hoevenberg Trail,0,44.182990000000004,-73.96378
Mount Colvin  Nippletop  and Dial Mountain Loop,0,44.15007,-73.76736
Mount Colvin and Blake Peak Trail,0,44.149570000000004,-73.76815
Mount Emmons and Donaldson Mountain,2,44.1919783,-74.26362990000001
Mount Esther Trail,2,44.4023458,-73.877027
Mount Haystack Loop Trail,0,44.189029999999995,-73.81600999999999
Mount Haystack Trail,0,44.18873,-73.81699
Mount Hope Cemetery Trail,2,43.1277,-77.61674000000001
Mount Hope Reservoir Rim Trail Loop,2,43.0588,-75.64245
Mount Jo Loop Trail,0,44.18318,-73.9645
Mount Marcy,0,44.19144,-73.93975999999999
Mount Marcy from Johns Brook Lodge,0,44.1888511,-73.8161087
Mount Marcy from Upper Works Trail,2,44.08911,-74.05623
Mount Marcy via Van Hoevenberg Trail,2,44.182959999999994,-73.9638
Mount Marshall to Iroquois Peak,3,44.0891109,-74.0562308
Mount Marshall via the Calamity Brook Trail,2,44.08911,-74.05623
Mount Redfield and Cliff Mountain Trail,0,44.1829387,-73.96268609999998
Mount Rutsen Loop,0,41.95728,-73.92078000000001
Mount Skylight  Mount Marcy  and Gray Peak Loop Trail,2,44.1829156,-73.9627665
Mount Skylight Trail,0,44.18097,-73.96597
Mount Tremper Trail,2,42.06601,-74.30320999999999
Mount Tuscarora Trail,4,42.04331,-78.87236
Mount Utsayantha,0,42.3928753,-74.5994083
Mountain Lakes Park Trail,2,41.31235,-73.58059
Mountain Laurel Loop Trail,4,40.97149,-72.36734
Mt. Van Hoevenberg East Trail,0,44.21784,-73.92197
Mud Pond Mountain,2,44.01192,-74.41568000000001
Murphy Bennett Lake Trail,3,43.30207070000001,-74.2000294
Myosotis Lake Trail,1,42.5262122,-74.1583423
Nassau-Suffolk Greenbelt Trail,2,40.66713,-73.47054
Nassau-Suffolk Trail  Cold Spring Harbor to Uplands Farm Sanctuary,4,40.866690000000006,-73.46193000000001
Neilmann Trail,4,43.1333117,-73.6819553
Neversink River,3,41.60069,-74.62819
New Paltz via Wallkill Valley Rail Trail,4,41.7814,-74.09246
New York Botanical Garden,2,40.867090000000005,-73.88201
Niagara Gorge Rim Trail and Whirlpool Rapids Loop,2,43.12016,-79.06411999999999
Nicks Lake Loop Trail,2,43.6943,-74.98623
Nine Corner Lake Trail,3,43.19125,-74.52741
Nippletop Pyramid Peak Trail,0,44.14974,-73.76777
Nippletop via Bear Den Trail,0,44.14952,-73.76805999999999
Noonmark Mountain Trail,0,44.14963,-73.76798000000001
Norman J. Levy Park and Preserve,2,40.65025,-73.5637
Normans Kill Preserve - West Trail,2,42.63071,-73.81271
Norrie Point Trail,3,41.858090000000004,-73.92928
North Beacon Mountain and DAR Monument via Casino Trail,2,41.49335,-73.96025999999999
North Country Trail  Coon Run Road to Lean-to,2,42.00271,-78.81828
North Country Trail  McCarty Hill State Forest to Little Rock City,4,42.25608,-78.69525
North County and Putnam Trailway,2,41.39951,-73.63367
North Dome and Sherrill Bushwhack,4,42.19193,-74.32491
North Point,4,42.20409,-74.04046
North Point & North Mountain Ledge to Stoppel Point,4,42.20073,-74.05881
North Point and Pitching Point Loop,2,41.41491,-73.99369
North Ponds Park Trail,3,43.2212,-77.44445999999999
North Rim Trail and South Rim Trail Loop from Jacksonville Road,1,42.5317691,-76.61577700000001
North Rim and Gorge Loop,1,42.69896,-76.41622
North Rim and South Rim Red Trail Loop,1,42.8263167,-74.0517569
North Tongue Mountain Range  Five Mile Mountain and Lake George Trail,2,43.66129,-73.5448
North Woods,2,40.7982,-73.95735
North Woods Nature Preserve Trail,2,42.92236,-73.81017
Northampton Park Unnamed Trails,2,43.18705,-77.88481
Northville Placid Trail  Lake Durant to Piseco,3,43.83755,-74.38759
Northville-Placid Trail,2,43.252959999999995,-74.34569
Northville-Placid Trail along Long Lake,3,43.98451,-74.39854
Northwest Bay of Lake George Trail,3,43.62925,-73.60825
Northwest by Northwest,4,40.97987,-72.24978
Nuclear Lake Loop via Appalachian Trail,3,41.589859999999994,-73.65894
Nyack Beach to Haverstraw Beach,2,41.120940000000004,-73.91105
Nyack-Havestraw Trail,5,41.14332,-73.90903
O'Hara Nature Center to Irvington Reservoir,2,41.04189,-73.84643
OK Slip Falls Trail,4,43.7723,-74.1293
Oak Rim  John Young  and Inman Glide Trail,4,43.838429999999995,-75.87703
Oakley Corners State Forest Loop,3,42.1762,-76.15562
Oatka Creek Park Trails,2,43.00575,-77.7965
Old Bethpage Village Restoration Trail,2,40.7082956,-73.45218659999999
Old Croton Aqueduct Dam,2,41.22488,-73.85826999999999
Old Croton Aqueduct Loop,0,41.22503,-73.85792
Old Croton Aqueduct Trail,2,41.06361,-73.86043000000001
Old Croton Aqueduct Trail  Sleepy Hollow,2,41.08678,-73.85584
Old Croton Aqueduct Trailway,2,41.22827,-73.86027
Old Erie Canal (DeWitt to Canastota) Trail,0,43.0434254,-76.0501957
Old Forge Trail Loop,2,41.41491,-73.95758000000001
Old Gick Farm and Fox Trails,2,43.14529,-73.69245
Old Mine Railroad  Charcoal Burners  and 3 Lakes Loop,3,41.427170000000004,-73.86831
Old Mineral Springs Trail,2,41.384170000000005,-74.06489
Old Putnam Trail,2,40.89566,-73.8988
Old Rifle Range Trail,4,43.17539,-77.52403000000001
Old Scarbuck Trail,4,42.5508,-78.57061
Old Westbury Gardens,2,40.77515,-73.59612
On Your Back  Boundary Trail  Blue Mountain Summit Loop,4,41.26992,-73.92191
Onatrio Park Yellow Trail,0,42.7071,-77.40988
Onondaga Trail,2,42.7993,-76.02561999999999
Ontario County Park Trail,0,42.70944,-77.41525
Ontario Pathways Rail Trail  Canandaigua to Phelps Junction,2,42.88864,-77.2783
Onteora Lake Trail,3,41.98404,-74.08293
Orange Gawk Watch and Yellow Trail Loop,4,41.18217,-73.68645
Orange Heritage Trail,2,41.40023,-74.32297
Orange to White Trail,0,41.4230836,-74.0018249
Orchard Point via Devil's Path,0,42.1593256,-74.2031622
Osgood Trail,4,42.10653,-78.74228000000001
Otsiningo Park,2,42.12793,-75.90321
Overcliff Carriage Road to Old Minnewaska Trail to Shongum Path Loop,4,41.7370874,-74.19788359999998
Overlook Mountain and Echo Lake,2,42.071059999999996,-74.12259
Overlook Mountain via Prediger Road Trailhead,0,42.133959999999995,-74.1044
Overton Trail,2,40.86404,-72.99233000000001
Owen Pond,3,44.32543,-73.91059
Owl's Head,2,44.73701,-74.17098
Owl's Head Mountain Trail,0,43.9636,-74.453
Oxbow Falls Orange Trail Loop,4,43.02811,-75.74143000000001
Oyster Pond and Beach Loop,5,41.07228,-71.86015
Palenville Overlook and Sleepy Hollow Loop,2,42.176390000000005,-74.03052
Palmer Pond Trail,3,43.65307,-73.87574000000001
Pandora's Box Trail,2,40.75195,-73.46721
Panther Mountain,0,44.23085,-74.33534
Panther Mountain and Giant Ledge from Fox Hollow,2,42.098459999999996,-74.39129
Panther Mountain to Diamond Mountain to Pine Meadow Lake Loop,3,41.17484,-74.08521999999999
